,season,n_episode,title_episode,character,line,clean_line,set
9077,2,22,the classified materials turbulence,Howard,"No, I’m celebrating. As we speak, the space shuttle is docking at the International Space Station where it will deploy the Wolowitz Zero-Gravity Waste Disposal System.",celebrate speak space shuttle dock International Space Station deploy Wolowitz Zero Gravity Waste Disposal System,train
9078,2,22,the classified materials turbulence,Raj,"Oh, get over yourself, it’s a high-tech toilet.",high tech toilet,dev
9079,2,22,the classified materials turbulence,Leonard,"Just think. Thanks to your hard work, an international crew of astronauts will boldly go where no man has gone before.",think thank hard work international crew astronaut boldly man go,train
9080,2,22,the classified materials turbulence,Howard,Is that supposed to be funny?,suppose funny,train
9081,2,22,the classified materials turbulence,Sheldon,I believe it is. The combination of the Star Trek reference and the play on words involving the double-meaning of the verb to go suggests that Leonard is humorously mocking your efforts in space plumbing.,believe combination Star Trek reference play word involve double meaning verb suggest Leonard humorously mock effort space plumbing,train
9082,2,22,the classified materials turbulence,Howard,"Okay, make your little jokes, but of the four of us, I’m the only one making any real-world contribution to science and technology.",little joke make real world contribution science technology,dev
9083,2,22,the classified materials turbulence,Raj,"He’s right. This is an important achievement, for two reasons. Number one, and, of course, number two.",important achievement reason Number course number,train
9084,2,22,the classified materials turbulence,Sheldon,"Oh, clever! Playing on the use of cardinal numbers as euphemisms for bodily functions.",clever Playing use cardinal number euphemism bodily function,train
9086,2,22,the classified materials turbulence,Sheldon,"Excuse me, spoiler alert.",excuse spoiler alert,train
9088,2,22,the classified materials turbulence,Sheldon,"You told me it’s mind-blowing, so, my mind is going into it pre-blown. And once a mind is pre-blown, it cannot be re-blown.",tell mind blow mind go pre blow mind pre blow blow,train
9090,2,22,the classified materials turbulence,Sheldon,Said the Grinch to Christmas.,say Grinch Christmas,dev
9092,2,22,the classified materials turbulence,Leonard,"Oh, sure, what’s up?",sure,train
9094,2,22,the classified materials turbulence,Leonard,"Yeah, vaguely.",vaguely,train
9095,2,22,the classified materials turbulence,Raj,Sure you remember. You went to the bar and made a fool of yourself trying to pick up strange women.,remember go bar fool try pick strange woman,train
9096,2,22,the classified materials turbulence,Leonard,What about it?,,dev
9098,2,22,the classified materials turbulence,Leonard,"Oh, too bad. I guess the thing to do now is just pick yourself up, dust yourself off, forget it and move on.",bad guess thing pick dust forget,dev
9100,2,22,the classified materials turbulence,Leonard,Why the hell not?,hell,train
9102,2,22,the classified materials turbulence,Sheldon,"Excuse me, Stuart. Have you read the new Flash?",Excuse Stuart read new Flash,train
9104,2,22,the classified materials turbulence,Sheldon,"Well, I have and it will knock your socks off! Good luck getting them back on.",knock sock good luck get,train
9106,2,22,the classified materials turbulence,Leonard,Nobody wants that.,want,train
9108,2,22,the classified materials turbulence,Leonard,"Uh, oh, gee, my initial reaction is no. You know, let me think about it and get back to you, okay?",initial reaction know let think okay,train
9110,2,22,the classified materials turbulence,Leonard,"Yeah, or you call me.",,train
9112,2,22,the classified materials turbulence,Leonard,Or nobody calls anyone.,call,train
9113,2,22,the classified materials turbulence,Raj,Interesting. Penny’s current suitor asking advice from her former suitor.,Interesting Penny current suitor ask advice suitor,train
9114,2,22,the classified materials turbulence,Leonard,"You know, thanks for closed-captioning my pain, Raj.",know thank close caption pain Raj,train
9115,2,22,the classified materials turbulence,Howard,"Hey, wanna make sure he gets nowhere with Penny without jeopardizing your friendship with either of them?",want sure get Penny jeopardize friendship,train
9116,2,22,the classified materials turbulence,Leonard,I’m listening.,listen,train
9117,2,22,the classified materials turbulence,Howard,Just tell him to do everything you’ve done with her for the last two years.,tell year,train
9118,2,22,the classified materials turbulence,Penny,"Hey, Leonard.",Leonard,dev
9119,2,22,the classified materials turbulence,Leonard,"Oh, hi.",,train
9120,2,22,the classified materials turbulence,Penny,How’s it going?,go,train
9121,2,22,the classified materials turbulence,Leonard,"Good, good. You?",good good,train
9122,2,22,the classified materials turbulence,Penny,"Fine. Oh, hey, can I ask you something?",fine ask,train
9123,2,22,the classified materials turbulence,Leonard,Sure.,,train
9124,2,22,the classified materials turbulence,Penny,You know your friend Stuart?,know friend Stuart,train
9125,2,22,the classified materials turbulence,Leonard,Yes.,,train
9126,2,22,the classified materials turbulence,Penny,"Well, he asked me out again and I said yes, and then I started thinking maybe I should talk to you first.",ask say start think maybe talk,train
9127,2,22,the classified materials turbulence,Leonard,About what?,,train
9128,2,22,the classified materials turbulence,Penny,"Well, does it bother you, me going out with one of your friends? ‘Cause you know, you and me…",bother go friend know,train
9129,2,22,the classified materials turbulence,Leonard,"No, no that’s the past. I’m really more of a right now kind of guy. You know, living in the moment. Although I do have to live a little in the future, ’cause, well, that’s my job. Of course, my fondness for classic science fiction does draw my attention backwards, but those stories often take place in the future. In conclusion, no, it doesn’t bother me.",past right kind guy know live moment live little future job course fondness classic science fiction draw attention backwards story place future conclusion bother,train
9130,2,22,the classified materials turbulence,Penny,"Okay, well, that’s really cool of you.",cool,train
9131,2,22,the classified materials turbulence,Leonard,"Yeah, well I wouldn’t say cool, I’d just say, that’s Leonard!",cool Leonard,train
9132,2,22,the classified materials turbulence,Penny,"Well, In that case, do you mind giving me some advice?",case mind give advice,train
9133,2,22,the classified materials turbulence,Leonard,About Stuart? Love to.,Stuart Love,train
9134,2,22,the classified materials turbulence,Penny,"He’s very shy, how do I make him feel more comfortable around me?",feel comfortable,train
9135,2,22,the classified materials turbulence,Leonard,"Well, uh, first of all, don’t underestimate the value of discomfort.",underestimate value discomfort,train
9136,2,22,the classified materials turbulence,Penny,Really?,,train
9137,2,22,the classified materials turbulence,Leonard,"Well, yeah, Stuart thrives under pressure, that’s why he works in a comic book store.",Stuart thrive pressure work comic book store,train
9138,2,22,the classified materials turbulence,Leonard,Oh. It’s Stuart.,Stuart,dev
9139,2,22,the classified materials turbulence,Sheldon,You’re not going to answer it?,go answer,train
9140,2,22,the classified materials turbulence,Leonard,He wants to talk about Penny. I don’t want to talk about Penny.,want talk Penny want talk penny,train
9141,2,22,the classified materials turbulence,Sheldon,"You’re making an assumption. Perhaps the comic book store is on fire, and he needs your assistance.",make assumption comic book store fire need assistance,dev
9142,2,22,the classified materials turbulence,Leonard,Why would he call me?,,train
9143,2,22,the classified materials turbulence,Sheldon,"We don’t know. And if you don’t answer the phone, we can’t know.",know answer phone know,train
9144,2,22,the classified materials turbulence,Leonard,"I’m not answering the phone, Sheldon.",answer phone Sheldon,train
9145,2,22,the classified materials turbulence,Sheldon,"Answer the phone, Leonard.",answer phone Leonard,dev
9146,2,22,the classified materials turbulence,Leonard,"No! There, it went to voice mail.",go voice mail,train
9147,2,22,the classified materials turbulence,Sheldon,Aren’t you going to check your messages?,go check message,train
9148,2,22,the classified materials turbulence,Leonard,No.,,train
9149,2,22,the classified materials turbulence,Sheldon,"You have to check your messages, the leaving of a message is one half of a social contract which is completed by the checking of the message. If that contract breaks down then all social contracts break down and we descend into anarchy.",check message leave message half social contract complete check message contract break social contract break descend anarchy,train
9150,2,22,the classified materials turbulence,Leonard,It must be hell inside your head.,hell inside head,dev
9151,2,22,the classified materials turbulence,Sheldon,At times.,time,train
9152,2,22,the classified materials turbulence,Howard,"Guys, we have a code red.",guy code red,dev
9153,2,22,the classified materials turbulence,Sheldon,"Do you mean code red the hospital emergency alert, code red the computer worm, or code red the cherry flavoured soft drink from the makers of Mountain Dew?",mean code red hospital emergency alert code red computer worm code red cherry flavour soft drink maker Mountain Dew,train
9154,2,22,the classified materials turbulence,Howard,"Look, I was going over the schematics on my zero-G toilet, and I made a teeny tiny mistake on the specifications for the diverter valve.",look go schematic toilet teeny tiny mistake specification diverter valve,train
9155,2,22,the classified materials turbulence,Leonard,How teeny tiny?,teeny tiny,train
9156,2,22,the classified materials turbulence,Howard,It’s gonna fail after about ten flushes.,go fail flush,dev
9157,2,22,the classified materials turbulence,Sheldon,But the mission is for six months.,mission month,train
9158,2,22,the classified materials turbulence,Howard,"Yeah, see, that’s the code red. It’s kind of like a jack-in-the-box, no one knows exactly when, but at some point something way worse than a puppet is gonna pop out of that box.",code red kind jack box know exactly point way bad puppet go pop box,train
9159,2,22,the classified materials turbulence,Sheldon,Have you notified NASA?,notify NASA,train
9160,2,22,the classified materials turbulence,Howard,No. Are you crazy?What am I gonna say? I screwed up your toilet and pretty soon there’s gonna be crap floating all over your nice shiny space station?,crazy go screw toilet pretty soon go crap float nice shiny space station,train
9161,2,22,the classified materials turbulence,Leonard,"Well, what are you gonna do?",go,train
9162,2,22,the classified materials turbulence,Howard,"I’m gonna figure out how to fix it, then I’ll tell them.",go figure fix tell,train
9163,2,22,the classified materials turbulence,Leonard,"So, what do you need us for?",need,train
9164,2,22,the classified materials turbulence,Raj,He can’t figure out how to fix it.,figure fix,train
9165,2,22,the classified materials turbulence,Howard,"Hey, you said you were gonna be supportive.",say go supportive,train
9166,2,22,the classified materials turbulence,Raj,"I’m trying, but you have to admit this is pretty damn funny.",try admit pretty damn funny,train
9167,2,22,the classified materials turbulence,Sheldon,I agree. It’s the juxtaposition of the high-tech nature of space exploration against the banality of a malfunctioning toilet that provides the comic fodder here. Check your messages.,agree juxtaposition high tech nature space exploration banality malfunctioning toilet provide comic fodder check message,train
